timestamp,delta_long,delta_short,ampel,kommentar
2025-08-16 18:24:51.131086,0.0,0.0,🟢,"Positiv: Short-Hebel über Long-Hebel - Banken erwarten steigenden Markt,deswegen bieten Sie kleinere Long an"
2025-08-16 18:24:51.131086,0.0,0.0,🟢,"Positiv: Short-Hebel über Long-Hebel - Banken erwarten steigenden Markt,deswegen bieten Sie kleinere Long an"
2025-08-16 18:24:56.301798,0.0,0.0,🟢,"Positiv: Short-Hebel über Long-Hebel - Banken erwarten steigenden Markt,deswegen bieten Sie kleinere Long an"
2025-08-16 18:24:56.301798,0.0,0.0,🟢,"Positiv: Short-Hebel über Long-Hebel - Banken erwarten steigenden Markt,deswegen bieten Sie kleinere Long an"
