timestamp,long_avg,short_avg,index_change,short_vs_long_diff_prozent,volatility_change
2025-08-16 07:49:20.026030,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:24.890719,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:24.940179,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:24.971685,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:25.006803,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:25.040297,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:25.080535,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:25.127968,74.32407766990292,74.32407766990292,-0.4039002639741062,0.0,2.4590168511125663
2025-08-16 07:49:25.142638,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:25.165811,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:25.198177,74.32407766990292,74.32407766990292,-0.4039002639741062,0.0,2.4590168511125663
2025-08-16 07:49:25.248695,74.32407766990292,74.32407766990292,-0.4039002639741062,0.0,2.4590168511125663
2025-08-16 07:49:28.115085,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:30.018237,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:30.027205,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:30.048813,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:30.094348,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:30.137951,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:30.165957,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:30.206798,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:30.227766,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:30.268507,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:30.336645,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:30.354758,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:30.391972,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:32.012924,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:33.180744,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:35.277376,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:35.307399,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:35.338979,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:35.375397,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:35.443820,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:35.454202,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:35.475253,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:35.506121,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
2025-08-16 07:49:35.528104,70.60088235294117,74.32407766990292,-0.4039002639741062,5.273581848947884,2.4590168511125663
