timestamp,index_change
2025-08-16 14:57:44.707381,-0.0746558045328684
2025-08-16 14:57:50.730029,-0.0746558045328684
2025-08-16 14:57:56.141432,-0.0746558045328684
2025-08-16 14:57:56.141432,-0.0746558045328684
2025-08-16 14:58:01.790074,-0.0746558045328684
2025-08-16 14:58:07.316860,-0.0746558045328684
2025-08-16 14:58:12.970543,-0.0746558045328684
2025-08-16 14:58:18.493642,-0.0746558045328684
2025-08-16 14:58:24.044226,-0.0746558045328684
2025-08-16 14:58:29.574856,-0.0746558045328684
2025-08-16 14:58:35.062398,-0.0746558045328684
2025-08-16 14:58:40.477477,-0.0746558045328684
2025-08-16 14:58:45.983788,-0.0746558045328684
2025-08-16 14:58:51.424647,-0.0746558045328684
2025-08-16 14:58:56.994380,-0.0746558045328684
2025-08-16 14:58:56.994380,-0.0746558045328684
2025-08-16 14:59:02.399078,-0.0746558045328684
2025-08-16 14:59:07.887555,-0.0746558045328684
2025-08-16 14:59:13.305293,-0.0746558045328684
2025-08-16 14:59:18.759374,-0.0746558045328684
2025-08-16 14:59:24.336579,-0.0746558045328684
2025-08-16 14:59:29.842797,-0.0746558045328684
2025-08-16 14:59:35.251309,-0.0746558045328684
2025-08-16 14:59:40.751714,-0.0746558045328684
2025-08-16 14:59:46.217404,-0.0746558045328684
2025-08-16 14:59:51.764593,-0.0746558045328684
2025-08-16 14:59:57.177021,-0.0746558045328684
2025-08-16 14:59:57.177021,-0.0746558045328684
2025-08-16 14:59:57.177021,-0.0746558045328684
2025-08-16 16:00:01.756386,-0.0746558045328684
2025-08-16 16:00:07.661292,-0.0746558045328684
2025-08-16 16:00:13.308567,-0.0746558045328684
2025-08-16 16:00:18.874133,-0.0746558045328684
2025-08-16 16:00:18.874133,-0.0746558045328684
2025-08-16 16:00:24.742050,-0.0746558045328684
2025-08-16 16:00:30.277048,-0.0746558045328684
2025-08-16 16:00:35.953467,-0.0746558045328684
2025-08-16 16:00:41.357812,-0.0746558045328684
2025-08-16 16:00:47.043693,-0.0746558045328684
2025-08-16 16:00:52.479828,-0.0746558045328684
2025-08-16 16:00:57.941128,-0.0746558045328684
2025-08-16 16:01:03.361458,-0.0746558045328684
